DateTime,PDIT705,PDIT706,PDIT707
2018-12-10 22:23:14.980,0.213881,0.043792000000000005,0.040126
2018-12-10 22:23:15.180,0.211481,0.043752,0.040126
2018-12-10 22:23:15.370,0.21013099999999998,0.043672,0.040126
2018-12-10 22:23:15.570,0.210731,0.043712,0.040166
2018-12-10 22:23:15.770,0.212981,0.043752,0.040246
2018-12-10 22:23:16.010,0.21343099999999998,0.043831999999999996,0.040246
2018-12-10 22:23:16.210,0.211481,0.043952,0.040126
2018-12-10 22:23:16.410,0.209831,0.043952,0.040126
2018-12-10 22:23:16.610,0.21718099999999999,0.043952,0.039966
2018-12-10 22:23:16.910,0.219881,0.044032,0.039806
2018-12-10 22:23:17.110,0.219881,0.044152,0.039646
2018-12-10 22:23:17.320,0.21568099999999998,0.044272000000000006,0.039646
2018-12-10 22:23:17.500,0.215381,0.044312,0.039566000000000004
2018-12-10 22:23:17.720,0.214481,0.044392,0.039486
2018-12-10 22:23:18.020,0.212081,0.044472000000000005,0.039486
2018-12-10 22:23:18.240,0.209981,0.044392,0.039526
2018-12-10 22:23:18.440,0.213881,0.044392,0.039486
2018-12-10 22:23:18.630,0.216731,0.044351999999999996,0.039445999999999995
2018-12-10 22:23:18.830,0.22259099999999998,0.044312,0.039406000000000004
2018-12-10 22:23:19.130,0.22244099999999997,0.044312,0.039326
2018-12-10 22:23:19.340,0.216731,0.044232,0.039286
2018-12-10 22:23:19.550,0.211331,0.044232,0.039366000000000005
2018-12-10 22:23:19.730,0.209231,0.044232,0.039406000000000004
2018-12-10 22:23:19.970,0.207581,0.044312,0.039445999999999995
2018-12-10 22:23:20.260,0.21718099999999999,0.044272000000000006,0.039566000000000004
2018-12-10 22:23:20.470,0.218531,0.044272000000000006,0.039566000000000004
2018-12-10 22:23:20.670,0.220181,0.044272000000000006,0.039445999999999995
2018-12-10 22:23:20.860,0.220781,0.044232,0.039486
2018-12-10 22:23:21.060,0.219431,0.044272000000000006,0.039406000000000004
2018-12-10 22:23:21.280,0.217781,0.044272000000000006,0.039366000000000005
2018-12-10 22:23:21.500,0.21418099999999998,0.044272000000000006,0.039245999999999996
2018-12-10 22:23:21.700,0.209531,0.044192,0.039166
2018-12-10 22:23:21.890,0.20863099999999998,0.044152,0.039166
2018-12-10 22:23:22.090,0.210731,0.044072,0.039086
2018-12-10 22:23:22.390,0.21268099999999998,0.044032,0.039006
2018-12-10 22:23:22.600,0.21568099999999998,0.043912,0.038926
2018-12-10 22:23:22.810,0.215081,0.043831999999999996,0.038886000000000004
2018-12-10 22:23:22.990,0.211781,0.043792000000000005,0.038846
2018-12-10 22:23:23.210,0.208931,0.043632,0.038846
2018-12-10 22:23:23.510,0.21088099999999999,0.043632,0.038806
2018-12-10 22:23:23.730,0.211781,0.043672,0.038726
2018-12-10 22:23:23.930,0.209681,0.043672,0.038806
2018-12-10 22:23:24.120,0.209081,0.043632,0.038846
2018-12-10 22:23:24.320,0.209081,0.043632,0.038726
2018-12-10 22:23:24.520,0.20938099999999998,0.043672,0.038726
2018-12-10 22:23:24.760,0.20788099999999998,0.043672,0.038726
2018-12-10 22:23:24.980,0.207581,0.043712,0.038686
2018-12-10 22:23:25.180,0.202181,0.043672,0.038726
2018-12-10 22:23:25.370,0.199021,0.043632,0.038766
2018-12-10 22:23:25.660,0.202631,0.043712,0.038726
2018-12-10 22:23:25.790,0.206831,0.043672,0.038686
2018-12-10 22:23:25.970,0.20938099999999998,0.043672,0.038606
2018-12-10 22:23:26.180,0.208931,0.043632,0.038606
2018-12-10 22:23:26.470,0.204281,0.043672,0.038566
2018-12-10 22:23:26.770,0.202181,0.043792000000000005,0.038646
2018-12-10 22:23:26.990,0.202031,0.043952,0.038726
2018-12-10 22:23:27.190,0.203381,0.043992,0.038846
2018-12-10 22:23:27.390,0.20713099999999998,0.044032,0.038966
2018-12-10 22:23:27.600,0.212231,0.044032,0.038966
2018-12-10 22:23:27.890,0.20788099999999998,0.044312,0.039086
2018-12-10 22:23:28.100,0.204281,0.044472000000000005,0.039126
2018-12-10 22:23:28.300,0.207431,0.044592,0.039086
2018-12-10 22:23:28.490,0.208181,0.044712,0.039086
2018-12-10 22:23:28.700,0.206831,0.044832,0.039126
2018-12-10 22:23:29.000,0.20713099999999998,0.044992000000000004,0.039286
2018-12-10 22:23:29.220,0.20863099999999998,0.045152,0.039366000000000005
2018-12-10 22:23:29.420,0.214481,0.045232,0.039366000000000005
2018-12-10 22:23:29.610,0.215981,0.045272,0.039445999999999995
2018-12-10 22:23:29.810,0.21718099999999999,0.045312,0.039366000000000005
2018-12-10 22:23:30.030,0.219881,0.045432,0.039326
2018-12-10 22:23:30.220,0.219431,0.045472000000000005,0.039286
2018-12-10 22:23:30.440,0.217331,0.045432,0.039326
2018-12-10 22:23:30.620,0.218081,0.045472000000000005,0.039326
